43,t,2025-03-19 00:00:00-06,2025-03-19 00:00:00-06,1,7501096810403,,,TOP CHANTILLI VAINILLA 2KG PIEZA,f,688.000,1,1,1,0.0000,0.0000,0.0000,f,1,514.59,148.00,f,50131700,0.000,0.000,0.000,f,514.59,H87,f
44,t,2023-11-07 00:00:00-06,2023-11-07 00:00:00-06,1,751509044971,,,CUB ADOBO ESPECIAL 3KG,f,-108.000,1,1,1,0.0000,0.0000,0.0000,f,1,209.63,243.00,f,50171904,0.000,0.000,0.000,f,151.00,H87,t
45,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,7503001567020,,,CUB CATSUP RICA 4.5KG,f,62.000,1,1,1,0.0000,0.0000,0.0000,f,1,110.00,125.00,f,50171830,0.000,0.000,0.000,f,110.00,H87,f
49,t,2025-02-27 00:00:00-06,2025-02-27 00:00:00-06,1,7502212020027,,,CUB COBERTURA CHOCOLATE 4KG CHOCOMEX,f,96.000,1,1,1,0.0000,0.0000,0.0000,f,1,250.00,290.00,f,50202307,0.000,0.000,0.000,f,274.88,H87,f
50,t,2025-02-03 00:00:00-06,2025-02-03 00:00:00-06,1,2000110,,,CUB CREMA A-18 18KG,f,-274.000,1,1,1,0.0000,0.0000,0.0000,f,1,540.00,594.00,f,50131700,0.000,0.000,0.000,f,549.00,H87,f
51,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,7501303909876,,,CUB CREMA CHILCHOTA 4KG,f,-4614.000,1,1,1,0.0000,0.0000,0.0000,f,1,240.00,271.00,f,50131700,0.000,0.000,0.000,f,227.27,H87,f
52,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,2000112,,,CUB CREMA EXTRA 17KG,f,-3274.000,1,1,1,0.0000,0.0000,0.0000,f,1,681.00,769.00,f,50131700,0.000,0.000,0.000,f,681.00,H87,f
54,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,2000113,,,CUB LECHE CONDENSADA DUPAOLI 24K,f,3748.000,1,1,1,0.0000,0.0000,0.0000,f,1,1074.50,1182.00,f,50131700,0.000,0.000,0.000,f,1074.50,H87,f
55,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,2000114,,,CUB LECHE CONDENSADA DUPAOLI 5K,f,-1965.000,1,1,1,0.0000,0.0000,0.0000,f,1,230.50,260.00,f,50131700,0.000,0.000,0.000,f,230.50,H87,f
58,t,2025-01-24 00:00:00-06,2025-01-24 00:00:00-06,1,3000110,,,CUB MERMELADA DURAZNO 5KG,f,-71.000,1,1,1,0.0000,0.0000,0.0000,f,1,209.00,236.00,f,50192400,0.000,0.000,0.000,f,209.00,H87,f
59,t,2025-03-14 00:00:00-06,2025-03-14 00:00:00-06,1,3000111,,,CUB MERMELADA FRESA 5KG DISFRUT,f,-516.000,1,1,1,0.0000,0.0000,0.0000,f,1,212.00,249.00,f,50192401,0.000,0.000,0.000,f,220.00,H87,f
61,t,2025-01-31 00:00:00-06,2025-01-31 00:00:00-06,1,3000113,,,CUB MIEL NAVARROS 5 KG,f,-138.000,1,1,1,0.0000,0.0000,0.0000,f,1,260.00,294.00,f,50192403,0.000,0.000,0.000,f,260.00,LTR,f
62,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,3000114,,,CUB MIEL GRANDE 28KG,f,100.000,1,1,1,0.0000,0.0000,0.0000,f,1,1246.00,1370.00,f,50192403,0.000,0.000,0.000,f,1246.00,H87,f
63,t,2025-02-07 00:00:00-06,2025-02-07 00:00:00-06,1,751509044957,,,CUB MOLE ESPECIAL 3KG,f,-514.000,1,1,1,0.0000,0.0000,0.0000,f,1,215.00,243.00,f,1010101,0.000,0.000,0.000,f,215.00,H87,t
64,t,2025-03-04 00:00:00-06,2025-03-04 00:00:00-06,1,751509044902,,,CUB PEPIAN ESPECIAL 3KG,f,-577.000,1,1,1,0.0000,0.0000,0.0000,f,1,245.00,243.00,f,1010101,0.000,0.000,0.000,f,215.00,H87,t
65,t,2025-03-07 00:00:00-06,2025-03-07 00:00:00-06,1,7503001567037,,,CUB SALSA CATSUP RICA 20KG,f,-182.000,1,1,1,0.0000,0.0000,0.0000,f,1,370.00,425.00,f,50171830,0.000,0.000,0.000,f,370.00,H87,f
66,t,2025-03-27 00:00:00-06,2025-03-27 00:00:00-06,1,7503023500036,,,CUERO P/BOLSA,f,-249.880,1,1,1,0.0000,0.0000,0.0000,f,1,21.60,25.00,f,1010101,0.000,0.000,0.000,f,21.60,H87,f
67,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7501032397869,,,DANONE BENEGASTRO 240GRS C/28,f,303.000,1,1,1,0.0000,0.0000,0.0000,f,1,12.45,14.19,f,50131700,0.000,0.000,0.000,f,12.45,H87,f
68,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7501032397944,,,DANONINO C/96,f,714.000,1,1,1,0.0000,0.0000,0.0000,f,1,18.59,5.30,f,50131700,0.000,0.000,0.000,f,18.59,H87,f
69,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7501032395933,,,DANONINO P/BEBER C/24,f,576.000,1,1,1,0.0000,0.0000,0.0000,f,1,6.64,7.57,f,50131700,0.000,0.000,0.000,f,6.64,H87,f
70,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7501032340995,,,DANONINO P/BEBER MAXI EST C/24,f,994.000,1,1,1,0.0000,0.0000,0.0000,f,1,7.97,9.08,f,50131700,0.000,0.000,0.000,f,7.97,H87,f
71,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,75034009,,,NATILLA DANET VAINILLA C/48,f,3242.000,1,1,1,0.0000,0.0000,0.0000,f,1,9.13,10.41,f,50131700,0.000,0.000,0.000,f,9.13,H87,f
72,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,75009076,,,GELATINA DANY FRESA 125GRS C/48,f,-417.000,1,1,1,0.0000,0.0000,0.0000,f,1,6.64,7.57,f,50192400,0.000,0.000,0.000,f,6.64,H87,f
73,t,2025-03-14 00:00:00-06,2025-03-14 00:00:00-06,1,75036393,,,GELATINA DANY LECHE FRESA,f,57.000,1,1,1,0.0000,0.0000,0.0000,f,1,8.80,10.03,f,50192400,0.000,0.000,0.000,f,8.80,H87,f
74,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,1000104,,,HAMBURGUESA DE  PECHUGA AMARIL XKILO,f,-8284.766,1,1,1,0.0000,0.0000,0.0000,f,1,81.00,94.00,f,50112000,0.000,0.000,0.000,f,81.00,H87,t
75,t,2025-03-07 00:00:00-06,2025-03-07 00:00:00-06,1,7501676502018,,,HARINA TALPITA  1 KGM,f,401.000,1,1,1,0.0000,0.0000,0.0000,f,1,187.53,23.00,f,50221002,0.000,0.000,0.000,f,187.53,H87,t
