ID,Fecha,Tipo Documento,Proveedor,Proyecto,Total,Estado,Usuario Captura
171,05/04/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,2550.0,Cerrada,vladi
15,03/04/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",MIRAFLORES,100.0,1,auxiliar
17,03/04/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LAS HIGUERAS,48.0,1,auxiliar
16,03/04/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",MIRAFLORES,166.0,1,auxiliar
117,27/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,85.0,1,auxiliar
118,27/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,66.0,1,auxiliar
115,26/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,2660.0,1,auxiliar
116,26/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,15.0,1,auxiliar
233,25/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,0.0,1,vladi
234,25/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,0.0,1,vladi
113,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,322.0,1,auxiliar
9,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,371.0,1,auxiliar
10,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,102.0,1,auxiliar
11,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,273.0,1,auxiliar
111,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,357.0,1,auxiliar
112,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,380.0,1,auxiliar
12,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,118.0,1,auxiliar
114,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,154.0,1,auxiliar
239,24/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,95.0,1,vladi
238,24/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,600.0,1,vladi
237,24/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,1250.0,1,vladi
236,24/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,20.0,1,vladi
235,24/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,398.0,1,vladi
14,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,30.0,1,auxiliar
13,24/03/2025,NOTA,"FERRETERIA ""LA MICHOACANA""",LOS SAUCES,44.0,1,auxiliar
242,23/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,68.0,1,vladi
240,23/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,36.0,1,vladi
241,23/03/2025,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,120.0,1,vladi
158,28/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,100.0,Cerrada,vladi
157,28/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",EL CERRITO,2740.0,Cerrada,vladi
155,28/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,390.0,Cerrada,vladi
156,28/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",EL CERRITO,310.0,Cerrada,vladi
159,28/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,310.0,Cerrada,vladi
154,24/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,50.0,Cerrada,vladi
149,24/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,2600.0,Cerrada,vladi
150,24/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,100.0,Cerrada,vladi
153,24/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,268.0,Cerrada,vladi
152,23/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,390.0,Cerrada,vladi
151,23/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,55.0,Cerrada,vladi
139,18/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",MINA,1385.0,Cerrada,vladi
144,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,50.0,Cerrada,vladi
142,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,75.0,Cerrada,vladi
147,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,302.0,Cerrada,vladi
146,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,125.0,Cerrada,vladi
145,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,100.0,Cerrada,vladi
141,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,40.0,Cerrada,vladi
143,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LOS SAUCES,100.0,Cerrada,vladi
140,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",MINA,250.0,Cerrada,vladi
148,16/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,1380.0,Cerrada,vladi
138,15/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,1385.0,Cerrada,vladi
137,14/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,398.0,Cerrada,vladi
136,14/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,130.0,Cerrada,vladi
135,14/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,260.0,Cerrada,vladi
134,14/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,72.0,Cerrada,vladi
133,14/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,55.0,Cerrada,vladi
131,09/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,200.0,Cerrada,vladi
130,09/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,2400.0,Cerrada,vladi
129,06/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,134.0,Cerrada,vladi
128,06/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,180.0,Cerrada,vladi
132,04/01/2025,NOTA,"REFACCIONARIA ""JA-JA""",LAS HIGUERAS,390.0,Cerrada,vladi
244,14/10/2024,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,79.0,1,vladi
243,14/10/2024,NOTA,"REFACCIONARIA ""JA-JA""",SIN DEFINIR,1350.0,1,vladi



https://www.youtube.com/watch?v=Ydj73fzLams&list=PL1Ax0Og2bOxzCFhBNo9_pMTaDsy0YIwRi&index=3
